lifestyle-rating,waste-sorting,avoid-plastics,plant-meals,time-commitment,buy-secondhand,reduce-resources,commute-choice
1,Rarely,Daily,Often,45+,Never,Daily,Walk
1,Sometimes,Often,Sometimes,45+,Sometimes,Never,Bike
1,Rarely,Rarely,Daily,10-20,Rarely,Never,Public Transport
3,Never,Sometimes,Daily,20-30,Often,Rarely,Bike
2,Sometimes,Often,Never,45+,Sometimes,Daily,Public Transport
5,Often,Daily,Sometimes,30-45,Often,Rarely,Other
3,Daily,Daily,Never,1-10,Daily,Often,Public Transport
3,Never,Daily,Never,1-10,Rarely,Often,None
5,Rarely,Rarely,Often,1-10,Never,Sometimes,Other
2,Sometimes,Often,Daily,45+,Sometimes,Daily,Other
5,Sometimes,Sometimes,Often,20-30,Rarely,Daily,Walk
5,Sometimes,Often,Never,1-10,Sometimes,Rarely,Walk
2,Often,Never,Never,1-10,Often,Sometimes,Bike
3,Daily,Sometimes,Rarely,20-30,Often,Often,Bike
4,Sometimes,Daily,Sometimes,30-45,Never,Often,Bike
2,Never,Daily,Often,1-10,Often,Never,Car
1,Sometimes,Sometimes,Daily,1-10,Rarely,Rarely,Bike
3,Rarely,Never,Often,10-20,Rarely,Daily,None
3,Often,Sometimes,Rarely,1-10,Sometimes,Daily,Walk
2,Sometimes,Sometimes,Rarely,20-30,Never,Daily,Bike
2,Sometimes,Sometimes,Sometimes,1-10,Sometimes,Rarely,Public Transport
4,Never,Often,Often,10-20,Never,Daily,Bike
3,Sometimes,Rarely,Never,30-45,Daily,Daily,Bike
5,Never,Sometimes,Daily,45+,Sometimes,Often,Other
3,Rarely,Sometimes,Rarely,20-30,Sometimes,Rarely,Bike
4,Rarely,Rarely,Daily,20-30,Daily,Rarely,None
2,Never,Rarely,Daily,45+,Often,Never,None
1,Often,Daily,Rarely,10-20,Rarely,Never,Walk
1,Never,Sometimes,Rarely,20-30,Sometimes,Sometimes,Car
1,Never,Never,Rarely,20-30,Rarely,Often,Public Transport
1,Never,Sometimes,Never,45+,Often,Sometimes,Other
1,Never,Daily,Sometimes,30-45,Rarely,Often,Bike
1,Never,Never,Sometimes,30-45,Never,Never,Walk
5,Rarely,Sometimes,Sometimes,30-45,Never,Often,Car
4,Sometimes,Rarely,Rarely,10-20,Sometimes,Often,Public Transport
2,Often,Daily,Rarely,30-45,Never,Rarely,Public Transport
2,Daily,Often,Rarely,1-10,Often,Sometimes,Car
5,Never,Sometimes,Daily,10-20,Never,Daily,Walk
1,Daily,Often,Never,10-20,Rarely,Often,Other
3,Never,Sometimes,Sometimes,1-10,Sometimes,Rarely,Bike
2,Often,Often,Often,10-20,Often,Never,None
2,Never,Rarely,Rarely,20-30,Never,Sometimes,Car
2,Sometimes,Often,Often,20-30,Sometimes,Often,Other
3,Rarely,Daily,Often,1-10,Daily,Daily,Car
1,Daily,Never,Sometimes,45+,Sometimes,Daily,Bike
3,Rarely,Often,Daily,45+,Often,Often,Other
4,Daily,Often,Never,10-20,Often,Never,Bike
3,Daily,Rarely,Never,1-10,Never,Never,Other
4,Daily,Often,Sometimes,45+,Daily,Often,None
4,Often,Often,Sometimes,45+,Daily,Daily,Public Transport
2,Rarely,Never,Rarely,45+,Sometimes,Never,Other
2,Sometimes,Rarely,Daily,10-20,Sometimes,Never,None
3,Daily,Never,Rarely,1-10,Often,Never,Car
4,Sometimes,Sometimes,Never,1-10,Daily,Rarely,Public Transport
1,Rarely,Never,Sometimes,45+,Daily,Often,Public Transport
1,Daily,Daily,Daily,20-30,Sometimes,Sometimes,Walk
5,Often,Daily,Rarely,45+,Rarely,Often,Walk
2,Sometimes,Daily,Sometimes,20-30,Often,Sometimes,None
1,Rarely,Rarely,Rarely,20-30,Sometimes,Never,Other
2,Often,Often,Sometimes,20-30,Rarely,Never,Car
2,Daily,Rarely,Often,45+,Daily,Sometimes,Bike
1,Sometimes,Sometimes,Never,45+,Rarely,Never,Public Transport
4,Never,Sometimes,Often,10-20,Often,Daily,Walk
4,Never,Sometimes,Sometimes,20-30,Never,Sometimes,Public Transport
2,Never,Daily,Often,30-45,Daily,Rarely,Walk
3,Often,Daily,Never,1-10,Sometimes,Sometimes,None
2,Daily,Sometimes,Often,1-10,Never,Sometimes,Car
1,Never,Sometimes,Rarely,10-20,Daily,Daily,None
2,Often,Daily,Never,20-30,Never,Rarely,Public Transport
2,Never,Sometimes,Never,45+,Often,Sometimes,None
4,Often,Often,Daily,1-10,Sometimes,Daily,Car
2,Often,Rarely,Sometimes,45+,Sometimes,Never,Car
4,Sometimes,Often,Never,30-45,Never,Daily,Car
5,Sometimes,Daily,Often,30-45,Daily,Often,Other
2,Never,Daily,Daily,1-10,Often,Daily,Public Transport
5,Rarely,Often,Often,10-20,Often,Daily,None
1,Daily,Rarely,Never,1-10,Rarely,Daily,Car
4,Rarely,Never,Rarely,10-20,Often,Never,None
4,Daily,Often,Daily,1-10,Daily,Rarely,Walk
3,Rarely,Never,Never,30-45,Daily,Sometimes,Walk
2,Often,Daily,Sometimes,20-30,Often,Daily,Public Transport
4,Never,Sometimes,Often,45+,Daily,Often,Bike
5,Daily,Never,Often,30-45,Daily,Never,Other
3,Often,Never,Rarely,45+,Rarely,Never,Public Transport
4,Sometimes,Often,Daily,1-10,Sometimes,Daily,Car
3,Rarely,Sometimes,Never,1-10,Rarely,Sometimes,Other
2,Rarely,Never,Daily,20-30,Often,Daily,Public Transport
4,Never,Rarely,Daily,30-45,Sometimes,Rarely,Public Transport
2,Daily,Daily,Often,20-30,Often,Sometimes,Other
5,Daily,Often,Never,10-20,Sometimes,Daily,Bike
3,Sometimes,Never,Sometimes,20-30,Rarely,Rarely,None
5,Often,Often,Daily,45+,Often,Never,Walk
4,Never,Sometimes,Rarely,1-10,Often,Often,Other
5,Often,Sometimes,Daily,20-30,Daily,Daily,Other
4,Sometimes,Sometimes,Never,45+,Never,Never,None
3,Sometimes,Never,Often,45+,Daily,Never,Walk
4,Rarely,Never,Sometimes,20-30,Rarely,Daily,Other
2,Never,Often,Daily,30-45,Sometimes,Sometimes,Car
1,Often,Daily,Daily,45+,Never,Never,Walk
2,Sometimes,Rarely,Rarely,20-30,Often,Rarely,Car
5,Never,Never,Daily,20-30,Often,Rarely,Other
1,Often,Sometimes,Often,45+,Never,Never,Other
5,Never,Sometimes,Sometimes,1-10,Often,Never,None
4,Daily,Sometimes,Sometimes,45+,Never,Rarely,Bike
2,Daily,Often,Never,20-30,Rarely,Sometimes,Public Transport
5,Sometimes,Never,Sometimes,20-30,Never,Rarely,Bike
1,Daily,Often,Daily,20-30,Daily,Sometimes,Car
4,Never,Daily,Daily,45+,Rarely,Often,Other
5,Rarely,Daily,Daily,10-20,Rarely,Rarely,Public Transport
4,Often,Rarely,Rarely,30-45,Daily,Daily,Car
3,Sometimes,Often,Never,45+,Never,Rarely,None
5,Rarely,Rarely,Rarely,1-10,Often,Often,None
3,Sometimes,Daily,Sometimes,30-45,Never,Never,Bike
4,Daily,Rarely,Daily,45+,Rarely,Rarely,Bike
4,Rarely,Rarely,Never,10-20,Never,Daily,None
3,Often,Sometimes,Daily,20-30,Rarely,Rarely,Bike
3,Daily,Never,Often,45+,Sometimes,Often,Public Transport
3,Never,Sometimes,Often,30-45,Often,Daily,Bike
3,Rarely,Never,Daily,30-45,Daily,Sometimes,None
4,Daily,Never,Rarely,30-45,Rarely,Rarely,Car
5,Sometimes,Daily,Rarely,1-10,Never,Rarely,Public Transport
5,Often,Often,Daily,45+,Never,Rarely,Car
2,Sometimes,Never,Never,30-45,Rarely,Sometimes,Other
1,Often,Never,Sometimes,45+,Never,Never,Bike
2,Never,Rarely,Often,1-10,Sometimes,Often,None
3,Never,Rarely,Daily,30-45,Rarely,Rarely,None
2,Rarely,Often,Daily,45+,Never,Often,Walk
2,Sometimes,Sometimes,Never,45+,Rarely,Often,None
3,Rarely,Often,Rarely,10-20,Never,Sometimes,Public Transport
5,Rarely,Sometimes,Sometimes,10-20,Often,Daily,Car
5,Daily,Sometimes,Rarely,30-45,Daily,Daily,Car
4,Sometimes,Daily,Daily,20-30,Rarely,Never,Public Transport
4,Rarely,Never,Rarely,1-10,Daily,Often,Car
2,Never,Often,Sometimes,10-20,Often,Daily,Public Transport
5,Sometimes,Daily,Often,10-20,Rarely,Never,None
4,Rarely,Often,Sometimes,10-20,Never,Daily,Public Transport
1,Never,Sometimes,Daily,20-30,Never,Rarely,None
5,Rarely,Daily,Never,1-10,Rarely,Rarely,Public Transport
2,Never,Rarely,Often,45+,Rarely,Never,Walk
1,Daily,Often,Never,10-20,Daily,Often,Bike
1,Daily,Rarely,Often,1-10,Daily,Often,None
2,Daily,Often,Often,1-10,Sometimes,Rarely,Car
5,Daily,Sometimes,Never,30-45,Never,Never,Walk
3,Often,Often,Never,30-45,Often,Daily,Public Transport
3,Often,Daily,Often,10-20,Sometimes,Sometimes,Walk
3,Rarely,Often,Rarely,30-45,Daily,Often,Walk
2,Rarely,Often,Sometimes,30-45,Sometimes,Rarely,Other
3,Sometimes,Often,Rarely,45+,Often,Sometimes,Other
5,Sometimes,Daily,Often,45+,Daily,Sometimes,Other
4,Never,Never,Rarely,1-10,Often,Never,Car
1,Never,Never,Rarely,30-45,Rarely,Daily,Walk
3,Often,Daily,Often,1-10,Never,Never,None
2,Rarely,Rarely,Rarely,45+,Rarely,Often,None
5,Never,Rarely,Daily,1-10,Sometimes,Rarely,Bike
2,Daily,Rarely,Daily,1-10,Sometimes,Often,Bike
5,Never,Sometimes,Often,10-20,Often,Sometimes,Car
1,Rarely,Rarely,Never,20-30,Rarely,Daily,None
4,Never,Sometimes,Often,1-10,Never,Often,Walk
2,Often,Often,Daily,20-30,Never,Rarely,None
2,Daily,Often,Daily,1-10,Sometimes,Sometimes,Car
3,Daily,Never,Often,30-45,Often,Sometimes,None
3,Rarely,Daily,Rarely,20-30,Often,Rarely,Bike
4,Never,Often,Never,30-45,Sometimes,Rarely,Public Transport
1,Never,Rarely,Rarely,1-10,Daily,Often,Other
5,Rarely,Rarely,Daily,30-45,Sometimes,Daily,Bike
5,Often,Never,Often,1-10,Daily,Daily,Public Transport
3,Often,Rarely,Rarely,10-20,Sometimes,Rarely,Car
5,Never,Often,Often,10-20,Daily,Never,Car
2,Rarely,Sometimes,Sometimes,10-20,Never,Daily,Other
2,Sometimes,Never,Often,45+,Rarely,Rarely,Public Transport
4,Daily,Rarely,Often,45+,Never,Often,Public Transport
2,Often,Rarely,Sometimes,10-20,Often,Never,Other
5,Sometimes,Daily,Often,20-30,Daily,Often,Car
2,Often,Rarely,Daily,45+,Sometimes,Often,Public Transport
3,Rarely,Daily,Often,45+,Daily,Never,None
4,Never,Never,Often,45+,Rarely,Sometimes,Other
5,Never,Daily,Often,10-20,Rarely,Sometimes,Car
5,Often,Never,Daily,45+,Sometimes,Often,None
5,Sometimes,Daily,Often,1-10,Never,Rarely,Other
5,Sometimes,Sometimes,Never,20-30,Daily,Never,Car
2,Rarely,Rarely,Often,20-30,Never,Rarely,Walk
5,Often,Rarely,Never,30-45,Rarely,Daily,Car
3,Daily,Sometimes,Never,1-10,Daily,Never,None
4,Often,Sometimes,Never,45+,Daily,Often,Public Transport
2,Daily,Never,Sometimes,10-20,Sometimes,Daily,Public Transport
3,Daily,Sometimes,Daily,1-10,Sometimes,Daily,Walk
2,Daily,Sometimes,Sometimes,10-20,Rarely,Never,Public Transport
2,Never,Rarely,Often,30-45,Rarely,Rarely,Public Transport
5,Daily,Daily,Never,45+,Rarely,Never,Car
4,Sometimes,Sometimes,Daily,45+,Rarely,Sometimes,Public Transport
5,Often,Never,Often,20-30,Rarely,Sometimes,None
4,Sometimes,Daily,Rarely,1-10,Daily,Sometimes,None
4,Sometimes,Often,Never,30-45,Daily,Daily,Car
2,Often,Never,Often,30-45,Daily,Never,None
2,Never,Daily,Sometimes,1-10,Rarely,Rarely,Bike
1,Never,Daily,Sometimes,10-20,Daily,Daily,Other
3,Daily,Never,Rarely,10-20,Never,Sometimes,Car
1,Often,Sometimes,Never,45+,Rarely,Often,Walk
5,Daily,Daily,Rarely,1-10,Rarely,Sometimes,Bike
5,Sometimes,Never,Often,45+,Never,Daily,Walk
2,Often,Rarely,Sometimes,30-45,Never,Often,Car
4,Rarely,Never,Rarely,10-20,Daily,Often,Car
1,Often,Often,Rarely,20-30,Sometimes,Daily,Car
4,Never,Often,Sometimes,10-20,Sometimes,Sometimes,Car
4,Sometimes,Sometimes,Often,30-45,Never,Rarely,Walk
3,Rarely,Daily,Daily,20-30,Sometimes,Rarely,Other
5,Sometimes,Daily,Rarely,45+,Never,Never,None
3,Rarely,Sometimes,Sometimes,30-45,Never,Sometimes,None
4,Rarely,Daily,Often,1-10,Daily,Rarely,None
3,Rarely,Daily,Never,20-30,Never,Often,Other
2,Rarely,Daily,Rarely,30-45,Sometimes,Daily,Bike
4,Often,Sometimes,Rarely,20-30,Sometimes,Never,Bike
3,Often,Rarely,Rarely,30-45,Often,Never,Public Transport
4,Rarely,Never,Rarely,30-45,Daily,Never,Car
1,Often,Never,Never,20-30,Never,Sometimes,None
1,Often,Rarely,Daily,1-10,Never,Daily,Other
3,Often,Often,Sometimes,1-10,Rarely,Daily,Bike
1,Rarely,Often,Sometimes,10-20,Daily,Sometimes,Bike
5,Never,Never,Often,20-30,Daily,Daily,Bike
3,Sometimes,Often,Daily,45+,Often,Often,Walk
2,Never,Never,Daily,45+,Rarely,Rarely,Public Transport
4,Never,Daily,Rarely,45+,Often,Sometimes,Public Transport
2,Daily,Daily,Daily,1-10,Sometimes,Daily,Car
1,Never,Often,Sometimes,30-45,Daily,Rarely,None
2,Rarely,Never,Never,45+,Sometimes,Often,None
4,Rarely,Never,Sometimes,30-45,Never,Rarely,Walk
5,Rarely,Often,Often,20-30,Rarely,Daily,Walk
5,Rarely,Often,Never,45+,Daily,Often,Walk
1,Often,Rarely,Sometimes,45+,Rarely,Often,Car
4,Sometimes,Rarely,Often,45+,Daily,Sometimes,Car
1,Sometimes,Never,Daily,1-10,Often,Often,Public Transport
3,Often,Never,Never,45+,Daily,Often,Car
4,Often,Rarely,Rarely,20-30,Rarely,Never,Other
4,Sometimes,Rarely,Daily,30-45,Often,Often,Public Transport
1,Sometimes,Daily,Rarely,30-45,Rarely,Often,Car
1,Never,Sometimes,Often,1-10,Daily,Often,Bike
5,Often,Rarely,Rarely,1-10,Sometimes,Daily,None
3,Often,Often,Sometimes,1-10,Sometimes,Rarely,Other
3,Daily,Never,Sometimes,45+,Rarely,Never,Public Transport
1,Daily,Often,Never,20-30,Sometimes,Rarely,Other
2,Never,Sometimes,Rarely,45+,Rarely,Often,Public Transport
2,Often,Never,Sometimes,30-45,Often,Never,Bike
3,Often,Daily,Sometimes,45+,Often,Sometimes,Other
3,Rarely,Rarely,Rarely,20-30,Never,Never,None
1,Sometimes,Sometimes,Sometimes,20-30,Daily,Never,Other
3,Sometimes,Rarely,Daily,10-20,Sometimes,Rarely,Public Transport
5,Often,Never,Sometimes,1-10,Sometimes,Daily,None
1,Rarely,Rarely,Often,1-10,Rarely,Never,Public Transport
1,Sometimes,Often,Daily,10-20,Often,Rarely,Other
3,Daily,Sometimes,Rarely,45+,Often,Sometimes,Car
3,Rarely,Daily,Daily,20-30,Often,Sometimes,Other
2,Rarely,Sometimes,Rarely,1-10,Daily,Rarely,Other
3,Daily,Rarely,Often,10-20,Rarely,Sometimes,Car
3,Never,Sometimes,Often,20-30,Often,Often,Public Transport
3,Sometimes,Often,Often,20-30,Never,Sometimes,Car
3,Sometimes,Often,Rarely,30-45,Rarely,Sometimes,Public Transport
2,Often,Never,Daily,30-45,Never,Daily,Other
5,Daily,Daily,Daily,30-45,Never,Often,Walk
1,Never,Often,Rarely,30-45,Sometimes,Sometimes,Other
3,Often,Sometimes,Often,1-10,Rarely,Never,Walk
2,Rarely,Never,Sometimes,20-30,Never,Sometimes,None
5,Rarely,Often,Rarely,20-30,Rarely,Daily,Other
5,Often,Sometimes,Never,1-10,Rarely,Never,Public Transport
3,Sometimes,Sometimes,Sometimes,20-30,Never,Sometimes,Bike
1,Rarely,Never,Never,30-45,Rarely,Often,Car
2,Often,Often,Sometimes,20-30,Often,Rarely,Car
3,Often,Daily,Often,20-30,Daily,Daily,Other
2,Sometimes,Daily,Never,20-30,Never,Rarely,Public Transport
5,Daily,Rarely,Never,30-45,Never,Rarely,None
3,Rarely,Daily,Often,30-45,Rarely,Often,Other
1,Sometimes,Sometimes,Never,20-30,Daily,Often,Bike
1,Daily,Sometimes,Sometimes,1-10,Often,Often,Bike
2,Rarely,Often,Daily,45+,Never,Daily,Walk
1,Rarely,Rarely,Daily,10-20,Sometimes,Sometimes,Car
3,Often,Daily,Daily,10-20,Sometimes,Sometimes,Public Transport
4,Daily,Sometimes,Rarely,20-30,Rarely,Rarely,Car
2,Rarely,Sometimes,Daily,45+,Often,Rarely,Other
1,Never,Daily,Sometimes,1-10,Sometimes,Daily,None
3,Rarely,Sometimes,Rarely,10-20,Sometimes,Never,Public Transport
2,Often,Sometimes,Rarely,45+,Rarely,Rarely,Car
4,Never,Daily,Rarely,20-30,Never,Rarely,Bike
4,Daily,Never,Often,1-10,Never,Rarely,None
4,Daily,Often,Rarely,20-30,Rarely,Daily,None
2,Never,Sometimes,Rarely,10-20,Often,Often,Public Transport
5,Daily,Daily,Rarely,20-30,Sometimes,Never,Public Transport
4,Often,Rarely,Rarely,1-10,Sometimes,Sometimes,Public Transport
5,Daily,Often,Daily,1-10,Often,Sometimes,Walk
1,Never,Daily,Daily,1-10,Rarely,Often,Public Transport
5,Sometimes,Daily,Often,20-30,Rarely,Rarely,None
5,Often,Daily,Sometimes,1-10,Often,Never,Public Transport
2,Never,Sometimes,Daily,30-45,Often,Often,Car
1,Rarely,Daily,Daily,45+,Never,Sometimes,Other
1,Sometimes,Daily,Never,10-20,Daily,Often,Walk
1,Often,Often,Never,30-45,Sometimes,Sometimes,None
1,Rarely,Often,Daily,1-10,Rarely,Often,Bike
1,Rarely,Often,Sometimes,45+,Often,Sometimes,Walk
2,Often,Often,Daily,30-45,Sometimes,Never,Public Transport
5,Never,Never,Daily,20-30,Rarely,Often,Car
3,Never,Never,Rarely,10-20,Often,Sometimes,Car
4,Sometimes,Daily,Rarely,45+,Daily,Sometimes,Bike
4,Rarely,Sometimes,Daily,20-30,Often,Daily,Public Transport
4,Rarely,Rarely,Sometimes,30-45,Never,Often,Other
3,Never,Never,Daily,30-45,Rarely,Often,Other
4,Daily,Daily,Sometimes,30-45,Sometimes,Rarely,None
1,Rarely,Rarely,Rarely,20-30,Often,Often,Public Transport
2,Rarely,Sometimes,Often,1-10,Sometimes,Often,Car
4,Often,Daily,Sometimes,45+,Never,Rarely,Public Transport
4,Rarely,Rarely,Daily,45+,Daily,Never,Car
2,Sometimes,Often,Often,1-10,Often,Often,Public Transport
4,Daily,Daily,Daily,45+,Never,Sometimes,Walk
1,Daily,Sometimes,Sometimes,45+,Never,Daily,Walk
1,Never,Never,Rarely,45+,Never,Rarely,Car
2,Daily,Rarely,Never,10-20,Never,Daily,Bike
2,Often,Often,Often,45+,Never,Sometimes,Public Transport
1,Daily,Rarely,Often,1-10,Often,Often,Other
5,Rarely,Daily,Never,45+,Often,Sometimes,Walk
3,Rarely,Rarely,Daily,30-45,Often,Often,None
5,Never,Often,Often,10-20,Sometimes,Rarely,None
1,Never,Rarely,Never,10-20,Often,Daily,Car
5,Rarely,Daily,Never,45+,Sometimes,Sometimes,Car
4,Often,Never,Daily,1-10,Rarely,Sometimes,None
2,Never,Daily,Never,45+,Never,Often,Other
3,Often,Daily,Never,1-10,Daily,Sometimes,Bike
3,Often,Rarely,Daily,30-45,Often,Often,Public Transport
2,Never,Often,Sometimes,20-30,Daily,Never,Walk
5,Sometimes,Sometimes,Often,30-45,Sometimes,Often,Other
4,Often,Daily,Daily,45+,Daily,Sometimes,Bike
1,Daily,Sometimes,Rarely,20-30,Sometimes,Never,None
2,Never,Sometimes,Sometimes,45+,Never,Daily,Car
5,Never,Daily,Rarely,1-10,Rarely,Often,None
2,Sometimes,Often,Often,45+,Rarely,Daily,Public Transport
3,Rarely,Sometimes,Often,1-10,Often,Never,Public Transport
5,Often,Daily,Sometimes,45+,Daily,Rarely,Car
3,Sometimes,Never,Often,30-45,Never,Sometimes,None
3,Rarely,Sometimes,Daily,20-30,Never,Rarely,Walk
3,Never,Often,Daily,45+,Rarely,Often,Bike
2,Often,Sometimes,Sometimes,1-10,Often,Rarely,None
3,Sometimes,Often,Daily,1-10,Daily,Often,Walk
4,Sometimes,Rarely,Often,10-20,Sometimes,Often,Other
1,Daily,Sometimes,Sometimes,1-10,Daily,Daily,Bike
1,Sometimes,Never,Often,45+,Rarely,Never,Walk
4,Daily,Rarely,Never,20-30,Daily,Sometimes,Car
1,Sometimes,Often,Daily,1-10,Rarely,Often,Public Transport
1,Sometimes,Never,Never,1-10,Never,Sometimes,Other
1,Daily,Sometimes,Never,1-10,Never,Often,Car
4,Rarely,Often,Often,30-45,Sometimes,Rarely,Car
1,Often,Rarely,Never,1-10,Daily,Sometimes,Car
3,Often,Never,Often,45+,Never,Daily,None
2,Rarely,Rarely,Often,45+,Never,Often,Other
3,Sometimes,Sometimes,Never,10-20,Daily,Sometimes,Public Transport
2,Never,Sometimes,Never,30-45,Rarely,Sometimes,None
2,Daily,Sometimes,Daily,1-10,Daily,Often,None
3,Sometimes,Daily,Rarely,1-10,Sometimes,Often,Car
1,Never,Sometimes,Sometimes,10-20,Never,Daily,Other
2,Daily,Often,Rarely,10-20,Never,Often,Bike
1,Rarely,Sometimes,Often,1-10,Daily,Daily,Public Transport
2,Rarely,Rarely,Often,10-20,Never,Sometimes,Walk
3,Sometimes,Rarely,Never,30-45,Rarely,Often,Bike
4,Often,Sometimes,Daily,1-10,Never,Never,Car
3,Rarely,Daily,Sometimes,1-10,Often,Daily,Other
5,Daily,Sometimes,Never,45+,Sometimes,Sometimes,Public Transport
5,Daily,Rarely,Rarely,45+,Rarely,Never,Bike
5,Often,Sometimes,Often,45+,Daily,Daily,Walk
3,Daily,Never,Daily,20-30,Often,Sometimes,Walk
2,Never,Often,Rarely,1-10,Never,Sometimes,Car
1,Rarely,Often,Never,10-20,Often,Daily,Other
2,Daily,Never,Never,20-30,Never,Daily,Public Transport
4,Sometimes,Daily,Rarely,20-30,Rarely,Often,Car
1,Often,Sometimes,Daily,10-20,Rarely,Sometimes,Public Transport
1,Rarely,Daily,Never,10-20,Never,Sometimes,Other
2,Rarely,Sometimes,Often,45+,Daily,Never,Walk
1,Rarely,Rarely,Rarely,20-30,Often,Rarely,Bike
4,Rarely,Daily,Daily,30-45,Never,Daily,Public Transport
5,Never,Daily,Sometimes,30-45,Sometimes,Daily,Walk
5,Sometimes,Daily,Daily,10-20,Daily,Often,Other
2,Never,Daily,Rarely,30-45,Never,Never,Other
3,Sometimes,Daily,Never,30-45,Sometimes,Rarely,Other
3,Often,Daily,Sometimes,1-10,Never,Never,Other
3,Sometimes,Often,Rarely,20-30,Often,Often,Walk
1,Sometimes,Never,Rarely,10-20,Rarely,Never,Car
5,Rarely,Daily,Rarely,20-30,Rarely,Rarely,None
2,Often,Daily,Often,10-20,Daily,Rarely,Car
5,Never,Rarely,Daily,1-10,Never,Rarely,Car
1,Daily,Sometimes,Never,1-10,Never,Rarely,Car
3,Never,Never,Sometimes,20-30,Rarely,Rarely,Walk
3,Rarely,Often,Daily,10-20,Often,Never,Public Transport
1,Never,Daily,Sometimes,45+,Daily,Never,Car
4,Daily,Rarely,Never,1-10,Sometimes,Sometimes,Walk
2,Rarely,Never,Sometimes,10-20,Often,Rarely,Public Transport
3,Daily,Rarely,Sometimes,30-45,Sometimes,Daily,None
1,Rarely,Sometimes,Often,20-30,Daily,Sometimes,Other
2,Daily,Never,Rarely,1-10,Rarely,Never,Bike
3,Often,Rarely,Sometimes,45+,Rarely,Often,Other
1,Daily,Daily,Never,30-45,Daily,Often,None
1,Rarely,Sometimes,Often,1-10,Sometimes,Never,Other
2,Daily,Often,Never,30-45,Never,Sometimes,Walk
1,Daily,Sometimes,Never,20-30,Often,Often,None
5,Never,Daily,Sometimes,30-45,Daily,Sometimes,Other
1,Never,Often,Sometimes,45+,Rarely,Often,Bike
4,Daily,Often,Sometimes,30-45,Never,Never,Public Transport
1,Sometimes,Never,Daily,30-45,Often,Never,Bike
3,Often,Rarely,Often,1-10,Often,Sometimes,Bike
1,Rarely,Daily,Rarely,30-45,Sometimes,Rarely,Walk
3,Daily,Rarely,Often,30-45,Rarely,Often,Car
2,Daily,Daily,Never,45+,Rarely,Rarely,Other
5,Sometimes,Daily,Never,45+,Rarely,Never,Car
4,Daily,Daily,Often,45+,Rarely,Often,Car
4,Never,Never,Daily,20-30,Never,Rarely,Car
4,Daily,Daily,Daily,1-10,Sometimes,Often,Car
1,Rarely,Often,Rarely,30-45,Sometimes,Never,Public Transport
4,Daily,Daily,Often,30-45,Never,Sometimes,Other
3,Never,Rarely,Rarely,20-30,Sometimes,Rarely,None
4,Rarely,Sometimes,Never,30-45,Daily,Rarely,Walk
3,Never,Rarely,Never,30-45,Never,Rarely,Walk
2,Rarely,Daily,Rarely,30-45,Sometimes,Never,Bike
2,Sometimes,Rarely,Never,10-20,Rarely,Sometimes,Car
1,Daily,Daily,Often,30-45,Sometimes,Daily,Walk
3,Often,Daily,Daily,30-45,Daily,Never,Walk
3,Sometimes,Rarely,Daily,45+,Never,Sometimes,Bike
4,Rarely,Often,Daily,30-45,Never,Daily,Walk
1,Sometimes,Often,Daily,20-30,Daily,Never,None
5,Never,Often,Daily,1-10,Often,Often,Public Transport
3,Often,Rarely,Daily,1-10,Rarely,Often,None
5,Sometimes,Never,Rarely,10-20,Sometimes,Sometimes,Public Transport
5,Never,Often,Daily,1-10,Never,Never,Other
3,Daily,Sometimes,Never,45+,Daily,Rarely,Other
5,Never,Rarely,Never,30-45,Rarely,Often,Other
1,Daily,Never,Sometimes,10-20,Rarely,Never,Walk
3,Rarely,Never,Sometimes,30-45,Never,Often,Other
1,Rarely,Rarely,Rarely,30-45,Never,Never,Public Transport
5,Sometimes,Rarely,Daily,30-45,Rarely,Daily,Walk
2,Often,Never,Never,1-10,Sometimes,Rarely,Public Transport
2,Rarely,Daily,Sometimes,20-30,Daily,Often,Bike
4,Daily,Never,Often,30-45,Rarely,Never,Bike
1,Never,Often,Never,1-10,Sometimes,Often,Walk
2,Often,Never,Daily,45+,Daily,Sometimes,Car
5,Never,Never,Rarely,45+,Daily,Rarely,Car
1,Often,Sometimes,Rarely,30-45,Never,Rarely,None
5,Daily,Rarely,Rarely,45+,Often,Daily,Walk
3,Rarely,Daily,Rarely,10-20,Sometimes,Daily,Car
4,Daily,Never,Daily,20-30,Often,Never,Other
3,Rarely,Sometimes,Never,10-20,Often,Never,None
3,Rarely,Often,Daily,10-20,Daily,Daily,None
5,Often,Never,Daily,30-45,Never,Rarely,Bike
2,Daily,Often,Never,30-45,Rarely,Rarely,Car
4,Never,Often,Never,20-30,Never,Often,Public Transport
3,Never,Sometimes,Often,1-10,Often,Daily,Car
5,Often,Never,Daily,45+,Daily,Often,Bike
2,Daily,Daily,Often,10-20,Never,Never,Car
3,Daily,Often,Sometimes,20-30,Rarely,Never,Walk
4,Often,Rarely,Often,45+,Daily,Daily,Other
2,Rarely,Rarely,Never,30-45,Never,Often,Car
3,Rarely,Sometimes,Sometimes,1-10,Often,Never,None
5,Often,Sometimes,Often,30-45,Rarely,Sometimes,Bike
4,Never,Often,Never,20-30,Daily,Never,Bike
5,Daily,Daily,Never,20-30,Often,Daily,Public Transport
4,Often,Never,Rarely,45+,Daily,Daily,Other
3,Sometimes,Sometimes,Rarely,45+,Rarely,Never,Car
